review,sentiment
surprisingly complex well crafted study first serial killer ussr set day perestroika intense piece brought full life performance stephen reah donald sutherland br br examination cicatillo killer well rounded hinting behavior right showing others subtlety compelling without overtly graphic weak heart however subject matter often disturbing necessary full development main participant fact based story br br hbo furnished u excellent film unusual manner congrats director editor great piece top must see list,1
favorite christmas special wish would release vhs dvd since rpm got lost cassette made also long gone br br even big john denver fan impressed music mostly traditional favorite muppet spin esp little st nick also contained little known song original br br even though done end show timeless feel hoping find copy soon,1
agree many others said shallow offensive nature film examination racism baffling many people seem fooled pretentiousness want comment matt dillon character example infuriating movie man contrasted film underlying message little racist effectively rape woman public cruelly humiliating husband deliberately goading make move well know lead arrest even death pulling couple without legal cause come understand black wealthy hurt little boy police therefore plea behavior little racist behavior evil disturbing extreme racism held next another character behavior spouting paranoid stereotype gang violence illustrate everybody little racist later spoon fed tripe dillon poor old dad black folk drove poor house supposed explain worse excuse behavior dillon character meant redeem committing utterly unmotivated unbelievable laughably coincidental act saving woman sexually assaulted night please fact many people seem feel kind self congratulatory admiration film make feel sad shallowness understanding racism apparent lack commitment condemning ending,0
one considers carson mccullers one foremost literary figure th century seems need great lack talent able ruin one story movie show done actor ingratiate way becoming director wooden unatmospheric unsympathetic totally sync poetic compassion mccullers writing jaw dropped horror disbelief mish mash movie could ever found finance backer redeeming feature moderately good acting although said vanessa redgrave seems permanently render much performance whatever character play good cinematography place otherwise bitter bitter disappointment could indeed contemporary masterpiece simon callow hang head shame stick acting,0
whilst loved haunted house movie amityville poltergeist made tv adaption susan hill book pack huge punch horror hollywood br br brilliant cast many star heartbeat tv drama great acting fantastic setting portrays life convincingly right ingredient entice viewer powerful ghost story br br herbert wise need blood violence gore send chill spine audience using imagination woman black figure fear dread whose presence never absent first appears br br main character arthur kidd solicitor learns unseen spectre mission settle estate widow dy arthur spends night inside dreary home notice many oddity may haunt day scene unsettling claustrophobic particularly locked room open turn generator close arthur darkness film becomes harrowing put arthur shoe effort shake ghost writer put many chilling addition story example tin soldier appearance one eager learn meaning fact never really learn much widow leaf imagination make unsettling br br widow part look vicious intimidating scene winding generator sent chill woman appears nowhere isolated marshy land howling wind  property appreciate isolating scene inn perhaps horrible thing seen one wish watch hurry show elderly relative often woken night thinking behind sleep br br woman black great tv movie lost gem agree extent internet hype film totally overblown see people disappointed spending best £ think net defeated hidden gem make film like exposed think still brilliant fantastically acted consider greatest ghost story last century,1
mother forced watch movie apparently watch anything vampire counsel bored throughout br br different point underworld rise lycans reminiscent spartacus battle planet ape passion christ mandingo reminds italian sword sandal picture nineteen sixty good one spend inordinate amount time showing greek roman despot robe talking plotting incessantly wait impatiently muscle man hero lover usually despot daughter something br br film desperate need color suspense character pretty two dimensional br br set looked constructed entirely pewter wonder many civil war chess set melted make movie br br wearing fishnet stocking arm black lipstick feel free click,0
stuffy melodrama quite easily worst film starring ingrid bergman seen even luminous screen presence save insufferably slow meandering movie nearly impossible sit without fast forwarding lot br br die hard bergman fan others likely fall asleep suggest watch bell toll instead,0
stan laurel became smaller half time greatest comedy team laboured contract broncho billy anderson series cheapies many parody major hollywood feature laurel parody film mildly funny even le funny modern audience seen original movie laurel parodying fortunately mud sand lampoon movie still well known blood sand starring rudolph valentino blood sand released nine week parody giving idea quickly broncho billy movie ground edited distributed br br various source including imdb state stan laurel character film named rhubarb vaselino final screened print mud sand original title hobo type font report laurel role actually cried rhubarb vaseline e agree vaselino funnier laurel copy elaborate sideburn valentino wore blood sand made longer parody valentino dressing scene movie made female movie goer swoon señorita named carmen original film parodied caramel girl like sink teeth br br movie like original apparently take place spain yet prohibition gag laurel us distinctive hat tipping gesture could become trademark like hardy distinctive necktie twiddle never spotted laurel film amusing dialogue rhubarb vaseline tell matador save bull vaseline becomes successful toreador lackey tell bull without sir funny disappointed laurel reply without br br one funny moment almost certainly planned vaseline show bullfighter audition laurel swagger bullring say corrida querida toss bull fence land thump near auditioners bull obviously fake gag funny anyway aye title card joke throwing bull serendipitous moment occurs laurel repeat gag vaseline sling second bull fence one land butt balance upright instant toppling funny somebody planned gag quickie comedy salute unknown gagsmith tech man rigged bull land position likely happened luck director editor smart enough keep br br silent era whenever hollywood made big budget feature film set anyplace people speak english common cinematic device show piece text inscription local lingo dissolve shot text english surprised low budget comedy spent money copy device see notice board outside corrida message spanish dissolve text english unfortunately photography cheapo movie dark effect wasted br br actress movie attractive including broncho billy wife leona anderson stan laurel common law wife mae dahlberg latter briefly pretty dance mae danced stan vaudeville act surprised spot charlie chaplin half brother wheeler dryden brief role since chaplin nothing movie mud sand laurel give funny performance quite unlike later familiar stanley character film much le funny brilliant work oliver hardy rating trivia note twenty three year later stan laurel last american film bullfighter played spanish bullfighter spanish voice post dubbed coincidentally film used stock footage blood sand valentino movie tyrone power remake mud sand funnier bullfighter much,0
following review one wrong side track meaning two thing hear nothing praise coming fooled rating also could tell review contains spoiler technically lie br br well screw review going ramble bit since much fun bad film cannot enjoy piece utter drivel simply sense humor first movie meant taken seriously main aspect fun coming story doctor son terminally ill daddy doctor decides hart transplant must way saving son true mad doctor style decides heart gorilla trick course gorilla heart much potent human sonny boy transforms hideous ape man immediately break free go killing raping spree simply horny beast would make ape man hilarious simply way putting guy face look like turd talking human excrement solid brown kind beautiful gore flick wonderful aside real footage open heart surgery also incredibly fake quite nasty looking blood gore effect decapitation eye gouging throat ripping scalping someone skull hilarious indeed quite incomprehensible night bloody ape ever made notorious uk video nasties list nasty thing portrayed film simply ridiculous taken seriously oh one bloody ape running around way needle say la horripilante bestia humana much accurate title terrifying convincing tale science gone horribly wrong br br trying shock poorly staged act bloody violence random portrayal female nudity movie manages highly entertaining ingredient like nonsensical dialogue cheap cardboard set plot stupidity incredibly bad acting random example maybe set one clearly see set designer used wall door window etc build various different interior set e g one side hospital room window side unconscious wrestling girl lie look suspiciously similar like window side basement laboratory ape man escape set designer also took one side window laboratory made bit larger placed conference room hospital wall building grey one setting park clearly shot studio see several occasion grass loose whenever struggling fighting raping going grass shift shuffle see grey concrete studio floor beneath br br random line come actor mouth br br conference room doctor debating disappearance unconscious wrestling girl disappearance would course mean bad publicity hospital daddy doctor intelligently utters find situation difficult br br debate colleague doctor cleverly remark sleepwalker sleepwalker get hereby providing solid excuse disappearance unconscious wrestling girl br br investigating detective amazing process logical deduction concludes tell superior murderer must half man half beast superior answer absurd adding line probable late watching television many picture terror truly one best line movie br br source laughter br br two scene daddy doctor igor like assistant kidnap gorilla zoo unconscious wrestling girl hospital well thought act abduction like taking candy baby br br daddy doctor speaks god lot br br sonny boy calling daddy doctor papa one occasion br br old lady screaming aaargh dead man dead man dead man dead man br br plot periodically stop wallow scene woman wrestling go nothing concept sure daddy doctor replaces sonny boy gorilla heart second time unconscious wrestling girl think something spectacular happens like ape turd man growing breast something trying rape men time leading living wrestling beauty norma lazareno even go climactic wrestling contest ape turd man near movie finale ape turd man start show motherly love near end almost say almost true king kong style e top building people ground pointing screaming br br okay think enough chipped two cent vomitron rational rating sleazy piece hilarious dreck vomitron rating wrong side track go see film people well worth,0
movie far worst movie ever endure believe tried pas serious movie bad even laugh pathetic attempt entertain want cheesy horror laugh rent dr giggle instead,0
minute pray second die quality spaghetti western solid cast interesting storyline filmed beautifully relatively high production value film genre br br alex cord terrific job portraying clay mccord outlaw suffering increasingly debilitating seizure seeking amnesty enemy close cocky good asks robert ryan delivers best performance film governor new mexico mario brega arthur kennedy also great br br movie good stand one best spaghetti western lacking much style league great one cool spaghetti overtone overall bit much like american western especially evident music score ok movie go general pretty dull euro western standard soundtrack kind reminds music unforgiven although interesting story told manner bit conventional taste spaghetti western fan hollywood western fan watch movie together one would perfect compromise br br say anyone avoid film enjoy watching much said well done film recommend anyone like western spaghetti otherwise,1
excellent anime movie well animated good intricate plot good music understand may think little long think good length animation good traditional anime br br three character br br way use tenkai masterly example body double showing location add ominous tone movie design tenkai good way look monk end scene armour wearing br br old man andou earth likable character jiro meet turning point movie br br sanpei satsuma shinobi infiltrated tenkais clan save jiros life twice stay background movie though really one hero movie br br plot plot good traditional without unoriginal historical time acted interesting meiji restoration treasure sought tenkai restore shogunate jiro find us help anti shogunate force overthrow shogunate br br way tenkai trick jiro interesting sort hamlet feel also sweet irony fact tenkai gotten jiro become shinobi think able kill end maybe firearm hand hand combat weapon br br plot death make mostly dark light moment see jiros childhood memory good dark intricate plot br br music opening theme example good electric guitar drum occasionally piece use believe taiko drum sure br br lot good music like one played traveling iga shinobi believe piece called numatou incredible flute flute might pan flute probably shakuhachi br br end theme kamui komoriuta calm delicate vocal beautiful song general br br animation br br animation good perfect blood run character sometimes appear orange transition interesting think transition nice one example nice transition jiro iga shinobi running sunset background music playing transition simple effective nice feeling br br final word think plot animation music character make one best anime movie ever seen,1
well know rob zombie stole title house corps crapfest rest peace nothing somnambulant performance trite script would raise dead house seven corps groovie ghoulie come plot ha anyway kill bloody amateur making low rent horror flick former abode hell house sorry remember actual name residence bunch mysterious unexplained death took place long ago like arthritic lurch stand john carradine whose small role provides film worthwhile moment attribute supernatural bellowing film director john ireland dismisses superstitious hokum result come across like satan school girl catchy title made tv production value intriguing plot crossed child play dead thing low rent movie low rent movie maker wake dead trouble nowhere near entertaining fun house seven corps dead frame one spends rest minute going rigor mortis dragging u along every aching second,0
hilarious insightful perspective dating world portrayed beat comedy first time writer director peter cohen story unfolds four male protagonist meet weekly local diner confer dating woe meet brad good looking wall street playboy quick wit sharp tongue zeek cynical sensitive writer jonathan sexually perplexed nice guy affinity hand cream masturbation eric married guy cherishes weekly encounter single friend hope enlightenment boring banal married existence trial tribulation men single life new york amusingly expressed mirroring sex city hbo new comedy mind married man bring astute light scamming story take twist three singleton meet mia wittily played amanda peet fall seduces uncanny ability conform personality exhibit come realize met fallen love woman chose friendship whipped realistic portrayal dating world one critic failed recognize plain language missed point protagonist caricature real people exaggeration hysterical mixing satire humility taken seriously critic disparagement suggests see movie laugh start finish,1
first flicked onto log accidentally one night waching television since never missed episode br br humour weird like cross brass eye social commentary fast show excellent one liner amazing plot seems develop week without ever going anywhere best example hillary bris special stuff br br humour appeal say sick easy see coming nonetheless give try like watch like glad took advice,1
oliver stone one shy away movie theme matter eager confront people fear show ugly face mirror look cv proof movie exception quite contrary another gem unfortunately many seen br br controversial movie go one thankful movie encourage think people next prejudice exist everyone u one form another either like admit easier categorize people like ah xyz yeah must like might reading much believe believe oliver stone intelligent filmmaker aiming thing something want explore movie within watch film excited,1
bought movie sight unseen sci fi convention got deserved something silly simply put movie implausible boring unwatchable br br bored disgusted lack plot development turned watch repeat mythbusters understand low budget move least looked like low budget move excuse horrible acting terrible plot even worse camera work look like something group college student class getting drunk br br maybe villain laughable plot something actually could happen real life respect law enforcement might become bad funny movie funny bad,0
little old show first came first young child child show sesame street watch learned much else cousin born year year first one came latter barney big part watched first saw show told grandmother teach anything us magic fix everything time many year old idea really going tv show saw heard teaching barney told people bad show funny thing parent young child mid late way agreed said thing sad thing cousin older still agree saw cheating creative right think differently someone tell k steal person wont find mind gone let honest barney make money teach child anything flashy program inclined child watching child stupid educated know better second barney put show parent bought never believed tv could affect people way barney young child read watch show teach number let get involved show barney like smoking much smoke hooked let kid watch show hooked one day kid watch crap buy crap bought,0
definitely one witty twisted dunnit ever seen christopher reeve micheal caine brilliant kept going whole affair br br classy set piece prop really lend sense atmosphere proceeding minimalist feel work whole picture br br complain film lack decent widescreen edition movie dvd fullscreen version prof love film enough endure fullscreen presentation awesome deluxe special edition would surely get cash,1
film really disappointed acting atrocious unbelievable actor story incredibly obvious group independent actor stage passion play turn start live life character play watching lot movie lately thanks netflix first one watched way long time felt need see end know end story br br seems modernization gospel either sacrilegious enlightening cannot speak raised christian church said raised u live increasingly christian culture curious enough jesus modernization religion better worse seen mel gibson version guessing liked one like except conservative wish better film br br lot review praise arcand direction especially cinematography liked neither film rather prudish preachy believe character persona never involved screen life play within play much dated would think carry weight real time production beside point really needed work would stronger development character plot support philosophical theological question film would like musical choice obvious unoriginal br br two example come easily mind firstly reenactment parable jesus driving money lender temple lead actor fallen woman play magdalene also model dancer becomes enraged must debase auditioning commercial wicked producer plenty panting men audience pant trash place chase guess level film wish reach romance two entirely arbitrary emotionally realized scene played like high school rendering death salesman e well please stop hitting head high handed significance relationship female lead priest asked play eventually turn betrays nowadays corrupt church sleep guy brings much pleasure little pain ah saintly whore lovable old coot seems enough arcand signify worth trouble enrich enliven character going motion reaching eject button br br feel free write bored jaded interested feel free watch movie see passion beauty sadness inspiration delivered amateurish gimmicky charade feel free preconceived idea affirmed see shred artistic integrity forsaken monotonous drivel say warn,0
supposed simple generic mystery plot involving dead philanthropist fact head ache inducing tale bunch character big actor ginger rogers early role trying find murderer among small cast resident posh apartment building character range utterly stupid downright mean cheap low budget production action revolves around rogers lead man guy care cause really sucked talking various possibility solving crime constantly cut absurd detective head butt honestly never worse time watching old b rate movie type seen real head slapper br br oh butler butler pay attention guy closest butler ya go br br polarisdib,0
really really love show always liked show space ghost show hilarious believe cartoon network adult swim would take funny show like air hope put show dvd something show brak space ghost cartoon sgcc cartoon planet life every day life mom dad best friend like drop lot zorak favorite episode one zorak get really good singing voice voice give money zorak made singing another episode like one brak zorak finish homework go back sunday friday goof go back day homework invented go back present homework exist another episode like one brak dad next door neighbor thundercleese robot keep getting agrument get eaten giant worm another episode liked one zorak make bully stand new guy took stand also like lot episode one thing never fails make laugh zorak getting beaten blasted zapped,1
´s well balanced mini series historical fact good plot four delivery follow north american family member see also follow story several character black reverend extremist student leader soldier vietnam filmography extraordinary first chapter see shot vietnam war scene next chapter start last one finished start time giving u little mystery happened general ´s mini series must see hippy fanatic everyone little curiosity topic,1
guy doll unique play based character sky masterson br br marlon brando high class gambler take bet nathan detroit frank sinatra one thousand dollar nathan need money br br run usual crap game make fortune bet sky able take girl havana cuba doll chose sarah br br brown jean simmons charge missionary sky finally bribe br br sarah enough go havana end falling love later accuses something part nathan ran crap game missionary night gone nathan year fiancé adelaide vivian blaine disapproves nathan gambling try stop however movie end end happy double br br wedding br br song movie wonderful matter sings marlon br br brando singing voice true could dubbed really matter wonderful acting job obviously seeing brando played character well seen movie jean simmons thought movie weakest one also br br sing however singing made frank sinatra vivien blaine stubby kaye vivien blaine stubby kaye also original br br broadway production guy doll vivien blaine terrific voice perfect adelaide like musical even advise watch,1
drink water unbelievably bad film based broadway play woody allen star jackie gleason comic genius behind honeymooner director howard morris appeared several mel brook comedy life stink high anxiety silent movie made mark animation character voiced include gopher pooh jughead archie beetle bailey went wrong br br think problem premise played seriously work effectively allen original play tongue cheek worked broadway allen remake screenplay r allen harvey bullock beat premise death make many change original play making gleason wife airhead version headstrong woman original one example work br br acting much better gleason best material save gleason comic genius also fine actor demonstrated hustler soldier rain abrasive personality could worked lousy script even give chance bad estelle parson airhead wife drive nut minute see soon take want strangle also shame also fine actress turned two exceptional performance bonnie clyde rachel rachel none actor particularly well either br br woody allen hated film much remade film julie kavner marge simpson lead manage hit right note film comic masterpiece finally video long battle right go find version original good clearing unwanted guest overstay welcome br br star,0
opening scene movie man shot arrow hotel room another man bathroom blew light must hep rather way way nothing film robin hood make appearance far could see however bette davis daisey appleby whale august young attractive performed one best role long career hollywood daisey never stopped teasing sexy nightgown called swim suit yacht george brent johnny jones spiral staircase daisey even proposed marriage johnny ferris wheel upside even got black eye davis brent made great couple one suppose rich poor reporter stage davis brent real torrid love affair good reason spark two appeared film liked bette davis george brent film,1
definitely definitely worst film ever seen question asked contradictors opinion might argue title judged criterion others since independent low budget film c mon already  amateurism meager innovation horrifying br br agreeing everything said film example mind numbingly weak acting bad take another go shooting scene god damn thing found annoying total lack common sense script assuming thing existed production obvious absence dialogue respect viewer girl switched personality several time seemed show absolutely sing rationality even brain five relatively fit girl one slight female psychopath  gang br br thing regarded somewhat conquest title camera leaving van time thus viewer seeing everything inside rest film good idea executed exponentially dreadfully br br oh way movie nothing like blair witch project cloverfield title filmed hand held camera  effect trait used cleverly breathtaking case excuse inadequate cinematography,0
never understand studio like universal buy musical butcher bringing screen first thought seeing ava gardner robert walker starring would seeing something mgm musical best time boy wrong disappointed br br one touch venus starred mary martin kenny baker john bole broadway ran performance season gardner walker tom conway play role martin baker bole stage kurt weill ogden nash musical book nash j perelman comeback vehicle mary martin reestablished queen broadway disappointing venture hollywood br br look name went show given responsible book expected see sparkling wit production instead got rather pedestrian screenplay like wit drained best make eve arden playing usual girl friday role tom conway even much eve br br story concern department store window dresser robert walker kiss valuable statue venus spring life person ava gardner course statue go missing conway yell law suspicious walker last person statue br br rest film walker dealing gardner happen reason understand ava course dubbed eileen wilson walker sings couple line singing carried dick haymes olga san juan playing walker friend coworkers course broadway song done singer mary martin kenny baker would kind think haymes would playing walker role least awkward say least br br three song survived score look heart showing incomparable speak low haymes silken baritone shown best advantage speak low sung duet martin baker broadway reason lyric one greatest men verse last century ogden nash done ann ronnell suspect infamous code work br br lee server biography ava gardner make mention brief fling ava robert walker spat current man howard duff duff gardner reunited walker took badly speak gardner camera sure fact best work help matter either br br hopefully repertoire company one touch venus get see way weill nash perelman wrote,0
shakespeare fan appreciate ken branagh done bring shakespeare back new generation viewer however movie fall short conveying overall intention play ridiculous musical sequence add alicia silverstone stumbling dialogue reminiscent keanu reef much ado nothing poorly cast role equal excruciating endurance viewing,0
watched film shire joy br br possibly one best film time timeless value get much amazing part moving funny great br br aspect spot portrayal story perfect every detail genuine even small irish subtlety covered br br use low high shot give two great view cristy look br br daniel day lewis performance incredible never seen actor ever really amazing br br great watch flow well probably closest thing yo get real life experience love br br seen see doubt something,1
think movie want u say end movie damn australian still know know really liked movie favorite movie br br great story great actor terrible end make cry say oh good still made really happened guy answer question br br mysterious movie good mark overall give going,1
particularly moved understated courage integrity l anglaise beautifully acted intellectually visually compelling film thank much monsieur le directeur rohmer,1
korine established talented impressive image maker promotional poster mister lonely include film impressive composition though one particular yet see promo material blue clad nun teasing dog stick surrounded green forest torrential rain pouring opening image film michael jackson lookalike diego luna riding small motorbike round track strangely compelling beautiful roy orbison mister lonely play soundtrack image unfold slow motion also funny terrific sequence character mime dance without music though radio sits like silent dog next middle paris street korine splice sound effect jump cut evoke feeling futility dogged liberation character dance routine br br first instance segment dealing nun also strangely poignant father umbrillo werner herzog autocratic priest fly nun drop food impoverished area nearby scene light hearted affecting herzog must deal stubbornly enthusiastic local wish make plane trip order see wife san francisco exchange develops herzog draw man confession sinned frequent infidelity cause wife left first place scene short sweet gain particular weight one learns improvised origin sinner played non actor set korine co filming adulterous way given real life lasting overwhelming guilt br br henceforth film hit miss succession intrinsically interesting moment add frivolous muddled narrative whereas gummo julien donkey boy maintain aesthetic emotional weight via coherent structural framework mister lonely feel like victim editing room ruthlessness scene cut film would otherwise painted fuller picture certain character due continuity error costume result doubt due absence shooting script korine tendency improvisation one deleted scene particular charlie chaplin denis lavant madonna melita morgan sex would added much emotional conflict scene later film spoil deflate feeling warmth celebration half succeeds br br two strand narrative unconnected literally best approached two entirely different story allegorical meaning one compliment vice versa something conflict one ambition reality current situation enough herzog scene merit place film connection two allegorically connected thread inevitably strained inclusion retrospect tedious br br ambitious step forward julien donkey boy suffers mostly least lookalike segment far many character film running length flaw would even worse big star name played everyone originally planned br br many imagery self contained beauty moment real genuine connection soundtrack feel like much suited art installation photo exhibition exploration mimesis nature impersonation lose none power indeed would perhaps impressive loneliness attached iconic performativity encountered icon aspire like well captured image wherein marilyn monroe gorgeous samantha morton seduces camera seven year itch pose middle forest sammy davis jr jason pennycooke settle post dance rehearsal back camera overlooking incredible tranquil lake br br moment like title randomly chosen michael jackson song crawl across scene married one another film narrative far le affecting br br see lost faith egg singing scene late know scene mean stick like sore thumb sort gimmicky attempt new cinematic language korine previously hailed,0
really enjoyed movie little difficult brother making stupid comment ever second movie enjoyed mostly used usual hk action film film like watch story line watch mindless action mindless action right get see jet li jump spin kick punch shoot make impossible jump dodge countless bullet true movie released broader audience li lethal weapon one reason rating movie dropped people probably expecting see movie polished north american film need remember hk film budget nearly high north american film style hk action film usually different usually requiring wire work lot want see good action film see try ignore dubbing br br rating,1
one word describes film bad idea movie even made got dennis hopper star film stuart gordon better director hopper much better actor film plain stupid like square pig idea interesting love scene involving cyborg avoid film cost,0
start fairly well quite disturbing quickly sink annoying mess br br dee snider twisted sister infamy apparently penned screenplay idea idea cyber stalking pierce freak potential really blow uneven pacing bad dialogue one greatest non ending ever see despite lifeless performance director manages genuinely creepy first reel really look like going good low budget effort br br luck plot go map snider character relentlessly spit tiresome psychotic fortune cookie line supposed pas meaningful dialogue worse supporting cast barely register halfway believable dialogue come young girl help detective navigate internet br br waste great idea oh new twisted sister song care,0
wow believe first one post comment great movie br br although movie seemed interesting enough real thing attracted one matt lillard granted people probably either think caffeine happy plain suck age generation watched guy many time one favorite one movie big shot main star kind like slc punk another great lillard film br br baiscally storywise usual heist movie twist anything start amount craziness also notable movie another great actor named vincent onofrio appreciated person film industry woman movie newcomer bad although know hired mainly accent nude scene br br game jack v jill v bob want reap reward share one try get eachother kill timebomb waiting explode matt show true prowess scheming jack initially start whole scheme vincent woman play couple art thief need money due lack business vince character bit deranged skitz throughout movie add intensity film br br surprise left right well welcomed ending non cliche make feel happy well maybe depends type ending like movie kept interested besides fact matt great movie highly recommend anyone like movie critic probably like movie watch movie cause like movie anyway,1
i´m joking potentially worst film ever misfortune sit anybody ´s could raised laugh innane rubbish beyond comprehension jest,0
exactly new story line romantic comedy make concept work young man john cusack drop dead gorgeous woman kate beckinsale keep meeting chance wonder meant although promised others oddly enough still feel soul mate somewhere little sappy place viva la love romantic almost obligated riveted favorite scene cusack ground snow start falling finale almost sweet deserving one cusack deeper role hell could smitten beckinsale notable support provided jeremy piven molly shannon john corbett play worst role ever seen hand eugene levy quirky funny watch soul mate,0
crystal voyager strange documentary eccentric surfer living australia american birth george greenough surfed photographed friend recently dolphin australia year using various invented camera either strap back board boat mid teamed surf mag editor budding film maker david elfick create visually interesting tale life photography minute feature crystal voyager result even audience bit puzzled film neither surf ing movie surf movie george swim child zippy board real surfboard offset tedious droning george occasionally dry droll actually funny like almost setting fire falling something spectacular power glide wave ran minute set pink floyd music sydney opera house opened also contained cinema crystal voyager booked arty sporty oz pic default became hit opera house ticket cost far movie ticket audience flocked see film excuse sydney opera house film record business low budget attraction local tourist wanted tell neighbor seen show created myth film huge crowd puller reputation spread result teamed fantasy cartoon fantastic planet trippy run uk europe double feature ran coastal cinema crowd rather nonplussed recently george emerged lord fly style another well photographed sea adventure called dolphin glide offer viewer dive swim wild dolphin byron bay eccentric min short even eccentric min george short met collective yawn medium pubic january make crystal voyager fluke year ago however special oz surf night outdoor cinema last year people turned turn every night see anything summer season film damned thing fluked another box office binge many actually enjoyed much open debate likely plain puzzled mad film astonishing reputation elfick however since gone onto stellar career major producer director many lauded australian international film look worry starstruck undercover rabbit proof fence love limbo clear present applause achievement george however still floating around somewhere droning away looking something else film drop camera,0
meltdown pretty interesting sci fi major budget special effect decent acting storyline global doom enough sustain viewing asteroid graz atmosphere thrust earth orbit closer sun global warming rapidly becomes unbearable determined lapd cop casper van dien go save world certain annihilation rising temp devastating pressure save mankind solar catastrophe well protect daughter nurse ex wife tv reporter girlfriend cast includes stefanie von pfetten venus terzo amanda crew vincent gale,0
br br kind movie cant believe wasted hour life see credit role honestly think could make better vampire movie know nothing thing suck harder vampire jason scott lee character least little bit cool mystery kick little butt,0
still read single dan brown book watched movie adaptation fall game rate one previous scope really actually one thriller race time filled puzzle br br plot twisted imaginative cast excellent never great fan hank delivers well noticed jean shirt one spilled blood search one like vain italian searcher brilliant newcomer really applauded ewan macgregor portrayal inner faith calm really impressive br br really like debate science religion action taking place vatican felt like vacation last sure help add new convert christianism gold man presence displayed one would ask charity mean woman dismissed church life whereas stand half believer,1
another brilliant portrayal kiefer sutherland play mickey hayden cop dealing psychic vision murdered victim absolutely love movie dealing psychic realm disappointed eye killer aka alice wish movie released theatrical first,1
licence fee watch trash pay hard earned cash humourless hint laughter god know bafta br br subjected eastenders twenty year oh great british public going see awful soap crass pap programme depicts reality east end london everyday life beirut never done br br eastenders know real one kind courageous hardworking loyal one greatest attribute humour eastenders went worst london blitz still stuck two finger hitler see screen five day week including omnibus nothing bunch moaning wailing dead neck wimp seem little else sit pub day sniping great advert britain writer actually believe garbage pumping obviously woolly minded section public heard apparently anyone brainwashed believing anything,0
prepared bad movie bad movie guess complain twentysomething tom gay poster boy robert stadlober many issue know coming going stayed pretty girl serious mavie anna brüggemann nonsense angie emma daubas sarah baumann star movie within movie tom soul mate wild eyed margarete jana pallaske reminds béatrice dalle gina gershon got remember fine memory look good even ridiculous outfit mean ridiculous even berlin standard wonder whether liked movie character age guess watch indie idol oli schulz max schröder der hund marie performing street musician feeling pain,0
probably one film many commented undiscovered probably one masterpiece spanish cinema like buñuel master piece day could better visitation others film long time ago could midnight cowboy could also le amants du pont neuf realistic non spot look realistic trainspotting hard story place humour love obviously dramatic sense new social spanish cinema little diamond could resurrection italian neo realism mixed whit best ken loach film br br probably better film discover last year,1
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
movie really nothing besides admittedly well crafted series tense sequence punctuated inevitable gotcha end really character development real plot speak skeletal motivation character anything trudge forward unavoidable doom excuse show creepy ghost kid seems gotten family cat mixed ectoplasm ghost mom long black hair hanging face kind like ring take bunch cardboard cut two dimensional excuse human character br br english language version grudge equivalent cinematic junk food satisfying momentarily really ought living br br recommended,0
hugh ed harris hotshot bachelor senator determined run president one day however happens upon old high school classmate named aggie aggie diane keaton accomplished award winning author lovely face independent spirit hugh smitten convinces aggie become fiancé aggie sacrifice principle honesty world politics thing always seem able withstand rigor harsh medium blitz mostly nice romance adore tale affection hugh aggie absolutely love banter conversation good view however although movie try show political life reality completely succeed nevermind production value high script elegantly written advantage handsome personage keaton harris sit film find good entertainment,1
say worst movie ever watched life cannot believe wasted blockbuster movie burned ever thought issue ever actually spent money make movie insane movie terrible actor scene make absolutely sense well whole movie make sense also part men come diner department national security happened worst part film dare say frank sinatra name vain also glass guy girl car drink water totally tell even drinking also freaky dinner guy everyone know stab tire slash,0
could great film late poker pro pre poker craze stu kid unger turned disappointment br br tell filmmaker working short string budget everything look filmed cheap timeline seemed bit br br casting michael imperoli soprano also bad casting choice looked old play baby faced stu looked way healthy coke addict look footage wsop main event real stu skinny practically nose much cocaine wore sunglass hide kept expecting adriana pop yell chris tu phur br br also skipped fact son angie previous relationship committed suicide late br br every time saw vincent van patten appear kept thinking going announce show tune going stu head like wpt br br looking real stuey footage check espn classic rerun wsop main event every often try youtube avoid move like bad beat,0
